Region,Country Territory area,total Confirmed Cases,Confirmed new cases,total deaths,total new deaths,New
Region of the Americas Territories,Sint Maarten,6,0,0,0,
Region of the Americas Territories,Montserrat,5,0,0,0,
Region of the Americas Territories,Turks and Caicos Islands,5,0,0,0,
Region of the Americas Territories,British Virgin Islands,3,1,0,0,
Region of the Americas Territories,Anguilla,2,0,0,0,
African ,South Africa,1353,27,5,2,
African ,Algeria,584,73,35,4,
African ,Burkina Faso,261,15,14,2,
African ,Senegal,175,13,0,0,
African ,Cote d?Ivoire,169,0,0,0,
African ,Ghana,152,0,5,0,
African ,Mauritius,143,36,5,3,
African ,Cameroon,139,0,6,0,
African ,Nigeria,111,0,1,0,
African ,Democratic Republic of the Congo,109,11,8,0,
African ,Rwanda,75,5,0,0,
African ,Madagascar,53,7,0,0,
African ,Kenya,50,12,1,0,
African ,Zambia,35,0,0,0,
African ,Togo,34,0,1,0,
African ,Uganda,33,0,0,0,
African ,Ethiopia,26,3,0,0,
African ,Niger,20,0,3,0,
African ,Congo,19,0,0,0,
African ,United Republic of Tanzania,19,0,1,1,
African ,Mali,18,0,0,0,
African ,Guinea,16,0,0,0,
African ,Equatorial Guinea,14,0,0,0,
African ,Namibia,11,0,0,0,
African ,Benin,9,3,0,0,
African ,Eswatini,9,0,0,0,
African ,Guinea-Bissau,9,7,0,0,
African ,Mozambique,8,0,0,0,
African ,Seychelles,8,0,0,0,
African ,Zimbabwe,8,3,1,0,
African ,Angola,7,5,2,2,
African ,Chad,7,2,0,0,
African ,Gabon,7,0,1,0,
African ,Central African Republic,6,0,0,0,
African ,Eritrea,6,0,0,0,
African ,Cabo Verde,5,0,1,0,
African ,Mauritania,5,0,0,0,
African ,Botswana,3,3,0,0,TRUE
African ,Gambia,3,0,1,0,
African ,Liberia,3,0,0,0,
African ,Burundi,2,2,0,0,TRUE
African ,Sierra Leone,1,1,0,0,TRUE
African Territories,Reunion,247,40,0,0,
African Territories,Mayotte,101,19,0,0,
