Region,Country Territory area,total Confirmed Cases,Confirmed new cases,total deaths,total new deaths,New
European Territories,Gibraltar,10,2,0,0,
European Territories,Jersey,5,0,0,0,
European Territories,Greenland,2,0,0,0,
European Territories,Guernsey,1,0,0,0,
South-East Asia ,Thailand,322,110,1,0,
South-East Asia ,Indonesia,309,82,25,6,
South-East Asia ,India,195,44,4,1,
South-East Asia ,Sri Lanka,59,17,0,0,
South-East Asia ,Bangladesh,17,7,1,1,
South-East Asia ,Maldives,13,0,0,0,
South-East Asia ,Bhutan,2,1,0,0,
South-East Asia ,Nepal,1,0,0,0,
Eastern Mediterranean ,Iran (Islamic Republic of),18407,1046,1284,149,
Eastern Mediterranean ,Qatar,452,10,0,0,
Eastern Mediterranean ,Pakistan,302,61,2,2,
Eastern Mediterranean ,Bahrain,269,13,1,0,
Eastern Mediterranean ,Saudi Arabia,238,0,0,0,
Eastern Mediterranean ,Egypt,210,14,6,0,
Eastern Mediterranean ,Iraq,177,13,12,0,
Eastern Mediterranean ,Lebanon,149,29,4,0,
Eastern Mediterranean ,Kuwait,148,6,0,0,
Eastern Mediterranean ,United Arab Emirates,140,27,0,0,
Eastern Mediterranean ,Morocco,61,12,2,0,
Eastern Mediterranean ,Jordan,56,4,0,0,
Eastern Mediterranean ,Oman,39,6,0,0,
Eastern Mediterranean ,Tunisia,39,10,0,0,
Eastern Mediterranean ,Afghanistan,22,0,0,0,
Eastern Mediterranean ,Djibouti,1,0,0,0,
Eastern Mediterranean ,Somalia,1,0,0,0,
Eastern Mediterranean ,Sudan,1,0,1,0,
Eastern Mediterranean Territories,occupied Palestinian territory,47,3,0,0,
Region of the Americas,United States of America,10442,3355,150,50,
Region of the Americas,Canada,736,167,9,0,
Region of the Americas,Brazil,428,137,4,3,
Region of the Americas,Chile,342,104,0,0,
Region of the Americas,Peru,234,89,0,0,
Region of the Americas,Ecuador,199,44,3,1,
Region of the Americas,Mexico,118,25,1,1,
Region of the Americas,Panama,109,23,1,0,
Region of the Americas,Colombia,108,15,0,0,
Region of the Americas,Argentina,97,0,2,0,
Region of the Americas,Costa Rica,87,37,1,0,
Region of the Americas,Uruguay,79,50,0,0,
Region of the Americas,Venezuela (Bolivarian Republic of),36,0,0,0,
Region of the Americas,Dominican Republic,34,13,2,1,
Region of the Americas,Bolivia (Plurinational State of),15,3,0,0,
Region of the Americas,Jamaica,15,2,1,1,
Region of the Americas,Honduras,12,3,0,0,
Region of the Americas,Cuba,11,1,1,0,
Region of the Americas,Paraguay,11,0,0,0,
Region of the Americas,Guatemala,9,3,1,0,
Region of the Americas,Trinidad and Tobago,9,2,0,0,
Region of the Americas,Guyana,5,0,1,0,
Region of the Americas,Bahamas,3,0,0,0,
Region of the Americas,Barbados,2,0,0,0,
Region of the Americas,Bermuda,2,0,0,0,
Region of the Americas,Saint Lucia,2,0,0,0,
Region of the Americas,Antigua and Barbuda,1,0,0,0,
Region of the Americas,El Salvador,1,1,0,0,TRUE
Region of the Americas,Montserrat,1,0,0,0,
Region of the Americas,Nicaragua,1,1,0,0,TRUE
Region of the Americas,Suriname,1,0,0,0,
Region of the Americas,Saint Vincent and the Grenadines,1,0,0,0,
Region of the Americas Territories,Guadeloupe,45,12,0,0,
Region of the Americas Territories,Martinique,32,9,0,0,
Region of the Americas Territories,French Guiana,15,4,0,0,
Region of the Americas Territories,Puerto Rico,6,1,0,0,
Region of the Americas Territories,Aruba,5,1,0,0,
Region of the Americas Territories,Saint Martin,4,0,0,0,
Region of the Americas Territories,Cayman Islands,3,2,1,0,
Region of the Americas Territories,Curacao,3,0,0,0,
Region of the Americas Territories,Saint Barthelemy,3,0,0,0,
Region of the Americas Territories,United States Virgin Islands,3,0,0,0,
Region of the Americas Territories,Sint Maarten,1,0,0,0,
African ,South Africa,150,34,0,0,
African ,Algeria,82,10,7,1,
African ,Burkina Faso,40,14,1,0,
African ,Senegal,38,2,0,0,
African ,Cameroon,15,5,0,0,
African ,Democratic Republic of the Congo,14,7,0,0,
African ,Nigeria,12,4,0,0,
African ,Ghana,11,2,0,0,
African ,Rwanda,11,0,0,0,
African ,Cote d?Ivoire,9,0,0,0,
African ,Ethiopia,9,3,0,0,
African ,Togo,9,8,0,0,
African ,Kenya,7,0,0,0,
African ,Mauritius,7,4,0,0,
African ,Seychelles,6,0,0,0,
African ,United Republic of Tanzania,6,3,0,0,
African ,Equatorial Guinea,4,1,0,0,
African ,Congo,3,0,0,0,
African ,Gabon,3,0,0,0,
African ,Namibia,3,1,0,0,
African ,Benin,2,1,0,0,
African ,Guinea,2,1,0,0,
African ,Liberia,2,0,0,0,
African ,Mauritania,2,0,0,0,
African ,Zambia,2,0,0,0,
African ,Central African Republic,1,0,0,0,
African ,Chad,1,1,0,0,TRUE
African ,Eswatini,1,0,0,0,
African ,Gambia,1,0,0,0,
African ,Niger,1,1,0,0,TRUE
African Territories,Reunion,15,3,0,0,
African Territories,Mayotte,4,1,0,0,
